iter	Logloss
218	217	0.3157948219	218	0.3156194220	219	0.3154491221	220	0.3153064222	221	0.3151438223	222	0.314970224	0223	0.314807225	224	0.3146036226	225	0.3144274227	226	0.3140483228	227	0.3138601229	228	0.3136658230	229	0.313495231	0230	0.313311232	0231	0.313099233	232	0.3129217234	233	0.3127080235234	0.3125351236	235	0.3123327237	236	0.3121335238	237	0.3119657239	238	0.3116833240	239	0.3113937241	240	0.3112078242	241	0.3110043243	242	0.3108568244	243	0.3106851245	244	0.3104483246	245	0.3102364247	246	0.3099877248	247	0.3098264249	248	0.309523925249	0.30938896725250	0.30924697725251	0.30905734325252	0.308935895254	0.310391618
255	0.3102677785
256	0.3101179587
257	0.3099607581
258	0.3098177736
259	0.3096316147
260	0.3094827118
261	0.3093350241
262	0.3091689037
263	0.3089688532
264	0.3087957929
265	0.3086241452
266	0.308485092
267	0.3083212498
268	0.308156228
269	0.3079153068
270	0.3077282224
271	0.307540404
272	0.3072638871
273	0.307012196
274	0.3068655394
275	0.3065794501
276	0.3064297873
277	0.3062651759
278	0.3061499612
279	0.3059629989
280	0.3279	0.3041281	0.3056443074
282	0.3055001383
283	0.3052947775
284	0.3051324975
285	0.3049643556
286	0.3048311318
287	0.3046501597
288	0.3044054405
289	0.3042429177
290	0.3040225319
291	0.3038690295
292	0.3037732644
293	0.3036420568
294	0.3034997584
295	0.3033677103
296	0.3032418633
297	0.3030828606
298	0.3029136903
299	0.3027430732
300	0.3026012039
301	0.3023914503
302	0.3022422531
303	0.302083736
304	0.3019284023
305	0.3016940368
306	0.301558634
307	0.3013856511
308	0.3012321199
309	0.3010710163
310	0.3009068232
311	0.3006652252
312	0.3005337551
313	0.3003683699
314	0.3002312797
315	0.3000923268
316	0.2999560877
317	0.2997856436
318	0.2995176413
319	0.2993749784
320	0.2992677478
321	0.2991645697
322	0.2990452485
323	0.2988899857
324	0.2987629637
325	0.2985884475
326	0.2984573367
327	0.2982947165
328	0.2981682145
329	0.2980598073
330	0.2979409362
331	0.2977257496
332	0.2975747531
333	0.2974478479
334	0.2973272223
335	0.297224992
336	0.2971169106
337	0.2970006107
338	0.2968621744
339	0.2967300365
340	0.2965717681
341	0.2964524354
342	0.2963087449
343	0.2961959145
344	0.2960633098
345	0.295926479
346	0.2957855528
347	0.2956133174
348	0.2954941364
349	0.295350944
350	0.2952558281
351	0.2950205071
352	0.2948753747
353	0.2947524517
354	0.2946378301
355	0.2945280515
356	0.2943363377
357	0.2941962108
358	0.2940020258
359	0.2938745021
360	0.2937309881
361	0.2935872795
362	0.2933919892
363	0.2932456049
364	0.2930836143
365	0.2929627378
366	0.2927992613
367	0.2926175973
368	0.2925033774
369	0.2923743599
370	0.2922538731
371	0.2921124297
372	0.2920146329
373	0.2918790755
374	0.291761195
375	0.2916285586
376	0.2915243111
377	0.2914157032
378	0.2913087059
379	0.2911977558
380	0.2910974261
381	0.2908991755
382	0.290771762
383	0.290641316
384	0.2905267334
385	0.2903662559
386	0.2902591421
387	0.2901738524
388	0.2900658057
389	0.2899378992
390	0.2897996524
391	0.2896624712
392	0.2895548944
393	0.2894455265
394	0.2893071964
395	0.2891668492
396	0.2890755584
397	0.2889586177
398	0.2888372976
399	0.2887247873
400	0.2886005346
401	0.2884844331
402	0.2883987987
403	0.2881681257
404	0.2880259191
405	0.287924665
406	0.2878143766
407	0.2876515177
408	0.2875537949
409	0.2874367531
410	0.2873155894
411	0.287182779
412	0.2870831537
413	0.2869705814
414	0.2868816991
415	0.2867537725
416	0.2866732524
417	0.2864740811
418	0.2863837699
419	0.2862843736
420	0.2861679226
421	0.286031763
422	0.2859232223
423	0.2858009186
424	0.285683353
425	0.285520791
426	0.2854196734
427	0.2852687655
428	0.2851345868
429	0.2849582927
430	0.2848499443
431	0.2847684147
432	0.2846626864
433	0.2845716565
434	0.2844375817
435	0.2842681682
436	0.2841497392
437	0.2840378874
438	0.2838955739
439	0.2837866427
440	0.2836833586
441	0.2835920301
442	0.2835195112
443	0.2833857395
444	0.2832734294
445	0.2831974812
446	0.2831009156
447	0.2830092641
448	0.2829191483
449	0.2828457716
450	0.2827318418
451	0.2825865784
452	0.2824501508
453	0.2823269861
454	0.2822360943
455	0.2821176796
456	0.2820270879
2792963454
